0.428571429,0,0,0.5,0,0,0,0.333333333,0.02,0,1,0.980392157,0,1,1,0
0.825396825,1,0,0,0,0,0,0.1,0.01,0,0.25,0.941176471,0,1,1,0
0.412698413,0,0,0.5,0,0,0,0.1,0.036,0,1,0.980392157,0,1,1,0
0.777777778,1,0,0,0,0,0,0.366666667,0.1,0,1,0.980392157,0,1,1,0
0.412698413,1,0.5,0.5,0.5,1,0,0.1,0.01,0,0.5,0.980392157,1,1,0,1
0.380952381,1,0,0.25,0,0,0,0.066666667,0.02,0,1,0.980392157,0,1,1,0
0.746031746,1,0,0,0,0,0,0.033333333,0.04,0,0.75,1,0,1,1,0
0.365079365,0,0,0.5,0,1,0,0.066666667,0.006,0,1,1,1,1,0,1
0.492063492,1,0,0.5,0,0,0,0.002766667,0.1,0,0.416666667,0.960784314,0,1,1,1
0.428571429,0,0,0.5,0,0,0,0.016666667,0.012,0,1,0.980392157,0,1,1,0
0.650793651,1,0,0.25,0,0,0,0.2,0.2,0,0.5,0.960784314,0,1,1,0
0.428571429,1,0,1,0,0,0,0.133333333,0.006,1,0.5,0.960784314,0,1,1,0
0.634920635,1,0,0.25,0,0,0,0.011,0.006,0,1,0.980392157,0,1,1,0
0.46031746,1,0,0.25,0,0,0,0.333333333,0.1,0,1,0.980392157,0,1,1,0
0.968253968,1,0,0.75,0,0,0,0.666666667,0.06,1,0.110833333,0.941176471,0,1,1,0
0.920634921,1,0,0,0,0,0,0.4,0.2,0,0.25,0.941176471,0,1,1,0
0.53968254,1,0,0.75,0,0,0,0.266666667,0.01,1,1,0.980392157,0,1,1,0
0.634920635,1,0,0.25,0,0,0,0.166666667,0.03,0,0.5,0.960784314,0,1,1,0
0.825396825,1,0,0.25,0,0,0,0.666666667,0.008,0,1,1,1,1,0,1
0.714285714,0,0,0,0,0,0,0.5,0.04,1,1,0.980392157,0,1,1,0
0.746031746,1,0,0,0,0,0,0.266666667,0.8,0,0.5,0.960784314,0,1,1,0
0.555555556,1,0,0.5,0,0,0,0.066666667,0.03,0,1,1,1,1,0,0
0.444444444,1,0.5,0.5,1,0,0,0.033333333,0.018,0,0.5,0.960784314,0,1,1,0
0.682539683,1,0,0,0,0,0,0.333333333,0.08,0,1,0.980392157,0,1,1,1
0.841269841,1,0,0.25,0,0,0,0.2,0.24,0,1,0.980392157,0,1,1,0
0.666666667,1,0,0.25,0,0,0,0.333333333,0.06,0,1,1,0,1,1,0
0.634920635,1,0,0.5,0,0,0,0.2,0.03,0,1,0.980392157,0,1,1,0
0.857142857,0,0,0.5,0,0,0,0.833333333,0.03,1,1,1,1,1,0,1
0.714285714,1,0,0,0,0,0,0.1,0.006,0,0.5,0.980392157,0,1,1,0
0.968253968,1,0,0.25,0,0,0,0.333333333,0.08,0,0.25,0.941176471,0,1,1,0
0.634920635,1,0,0.25,0,0,0,0.066666667,0.02,0,1,1,1,1,0,1
0.650793651,1,0,0.25,0,0,0,0.233333333,0.02,1,1,1,1,1,0,1
0.46031746,0,0.5,0.5,0,0,0,0.066666667,0.1,0,1,1,0,1,1,0
0.492063492,1,0,0.25,0,0,0,0.1,0.04,0,1,0.980392157,0,1,1,0
